date,product_name,category,quantity_sold,revenue,region,price,stock
2024-07-31,Lumina VR Headset,Wearables,23,1035000,West,45000,94
2024-07-31,Echelon Gaming Desk,Furniture,15,525000,West,35000,195
2024-08-01,Quantum Pro Laptop,Electronics,6,900000,West,150000,55
2024-08-01,Titan GPU X,Components,12,1020000,North,85000,54
2024-08-01,Aero Max Drone,Gadgets,17,1105000,South,65000,114
2024-08-01,Lumina VR Headset,Wearables,20,900000,East,45000,185
2024-08-01,Echelon Gaming Desk,Furniture,15,525000,South,35000,166
2024-08-02,Quantum Pro Laptop,Electronics,5,750000,East,150000,82
2024-08-02,Titan GPU X,Components,11,935000,East,85000,87
2024-08-02,Aero Max Drone,Gadgets,17,1105000,North,65000,184
2024-08-02,Lumina VR Headset,Wearables,15,675000,West,45000,138
2024-08-02,Echelon Gaming Desk,Furniture,14,490000,West,35000,87
2024-08-03,Quantum Pro Laptop,Electronics,8,1200000,North,150000,193
2024-08-03,Titan GPU X,Components,14,1190000,West,85000,194
2024-08-03,Aero Max Drone,Gadgets,24,1560000,West,65000,52
2024-08-03,Lumina VR Headset,Wearables,23,1035000,East,45000,82
2024-08-03,Echelon Gaming Desk,Furniture,24,840000,West,35000,186
2024-08-04,Quantum Pro Laptop,Electronics,9,1350000,North,150000,78
2024-08-04,Titan GPU X,Components,14,1190000,North,85000,105
2024-08-04,Aero Max Drone,Gadgets,27,1755000,South,65000,95
2024-08-04,Lumina VR Headset,Wearables,27,1215000,North,45000,103
2024-08-04,Echelon Gaming Desk,Furniture,17,595000,South,35000,126
2024-08-05,Quantum Pro Laptop,Electronics,5,750000,West,150000,110
2024-08-05,Titan GPU X,Components,7,595000,South,85000,167
2024-08-05,Aero Max Drone,Gadgets,14,910000,South,65000,169
2024-08-05,Lumina VR Headset,Wearables,16,720000,South,45000,172
2024-08-05,Echelon Gaming Desk,Furniture,14,490000,West,35000,166
2024-08-06,Quantum Pro Laptop,Electronics,7,1050000,North,150000,144
2024-08-06,Titan GPU X,Components,14,1190000,East,85000,118
2024-08-06,Aero Max Drone,Gadgets,14,910000,North,65000,130
2024-08-06,Lumina VR Headset,Wearables,23,1035000,East,45000,115
2024-08-06,Echelon Gaming Desk,Furniture,10,350000,South,35000,193
2024-08-07,Quantum Pro Laptop,Electronics,8,1200000,West,150000,96
2024-08-07,Titan GPU X,Components,9,765000,South,85000,169
2024-08-07,Aero Max Drone,Gadgets,17,1105000,North,65000,54
2024-08-07,Lumina VR Headset,Wearables,19,855000,North,45000,50
2024-08-07,Echelon Gaming Desk,Furniture,17,595000,West,35000,142
2024-08-08,Quantum Pro Laptop,Electronics,7,1050000,South,150000,152
2024-08-08,Titan GPU X,Components,9,765000,West,85000,89
2024-08-08,Aero Max Drone,Gadgets,14,910000,North,65000,123
2024-08-08,Lumina VR Headset,Wearables,17,765000,East,45000,85
2024-08-08,Echelon Gaming Desk,Furniture,14,490000,East,35000,192
2024-08-09,Quantum Pro Laptop,Electronics,6,900000,North,150000,139
2024-08-09,Titan GPU X,Components,8,680000,West,85000,133
2024-08-09,Aero Max Drone,Gadgets,14,910000,South,65000,140
2024-08-09,Lumina VR Headset,Wearables,20,900000,East,45000,63
2024-08-09,Echelon Gaming Desk,Furniture,15,525000,East,35000,103
2024-08-10,Quantum Pro Laptop,Electronics,10,1500000,West,150000,144
2024-08-10,Titan GPU X,Components,11,935000,South,85000,123
2024-08-10,Aero Max Drone,Gadgets,20,1300000,West,65000,144
2024-08-10,Lumina VR Headset,Wearables,27,1215000,North,45000,99
2024-08-10,Echelon Gaming Desk,Furniture,20,700000,West,35000,68
2024-08-11,Quantum Pro Laptop,Electronics,10,1500000,South,150000,97
2024-08-11,Titan GPU X,Components,15,1275000,East,85000,124
2024-08-11,Aero Max Drone,Gadgets,21,1365000,West,65000,57
2024-08-11,Lumina VR Headset,Wearables,35,1575000,South,45000,117
2024-08-11,Echelon Gaming Desk,Furniture,18,630000,South,35000,129
2024-08-12,Quantum Pro Laptop,Electronics,7,1050000,East,150000,119
2024-08-12,Titan GPU X,Components,11,935000,East,85000,77
2024-08-12,Aero Max Drone,Gadgets,22,1430000,West,65000,63
2024-08-12,Lumina VR Headset,Wearables,21,945000,West,45000,169
2024-08-12,Echelon Gaming Desk,Furniture,11,385000,East,35000,81
2024-08-13,Quantum Pro Laptop,Electronics,5,750000,West,150000,115
2024-08-13,Titan GPU X,Components,7,595000,South,85000,125
2024-08-13,Aero Max Drone,Gadgets,14,910000,West,65000,87
2024-08-13,Lumina VR Headset,Wearables,20,900000,North,45000,110
2024-08-13,Echelon Gaming Desk,Furniture,13,455000,South,35000,119
2024-08-14,Quantum Pro Laptop,Electronics,6,900000,South,150000,165
2024-08-14,Titan GPU X,Components,11,935000,North,85000,106
2024-08-14,Aero Max Drone,Gadgets,16,1040000,East,65000,66
2024-08-14,Lumina VR Headset,Wearables,24,1080000,East,45000,62
2024-08-14,Echelon Gaming Desk,Furniture,13,455000,East,35000,136
2024-08-15,Quantum Pro Laptop,Electronics,8,1200000,North,150000,78
2024-08-15,Titan GPU X,Components,10,850000,West,85000,54
2024-08-15,Aero Max Drone,Gadgets,18,1170000,East,65000,190
2024-08-15,Lumina VR Headset,Wearables,18,810000,South,45000,115
2024-08-15,Echelon Gaming Desk,Furniture,10,350000,West,35000,109
2024-08-16,Quantum Pro Laptop,Electronics,7,1050000,East,150000,89
2024-08-16,Titan GPU X,Components,9,765000,South,85000,135
2024-08-16,Aero Max Drone,Gadgets,12,780000,North,65000,70
2024-08-16,Lumina VR Headset,Wearables,23,1035000,West,45000,82
2024-08-16,Echelon Gaming Desk,Furniture,17,595000,West,35000,52
2024-08-17,Quantum Pro Laptop,Electronics,7,1050000,North,150000,193
2024-08-17,Titan GPU X,Components,16,1360000,East,85000,73
2024-08-17,Aero Max Drone,Gadgets,28,1820000,East,65000,125
2024-08-17,Lumina VR Headset,Wearables,25,1125000,North,45000,150
2024-08-17,Echelon Gaming Desk,Furniture,21,735000,South,35000,170
2024-08-18,Quantum Pro Laptop,Electronics,9,1350000,East,150000,164
2024-08-18,Titan GPU X,Components,14,1190000,West,85000,80
2024-08-18,Aero Max Drone,Gadgets,19,1235000,North,65000,108
2024-08-18,Lumina VR Headset,Wearables,28,1260000,West,45000,67
2024-08-18,Echelon Gaming Desk,Furniture,20,700000,North,35000,120
2024-08-19,Quantum Pro Laptop,Electronics,6,900000,South,150000,125
2024-08-19,Titan GPU X,Components,13,1105000,East,85000,60
2024-08-19,Aero Max Drone,Gadgets,17,1105000,North,65000,133
2024-08-19,Lumina VR Headset,Wearables,14,630000,South,45000,181
2024-08-19,Echelon Gaming Desk,Furniture,13,455000,East,35000,50
2024-08-20,Quantum Pro Laptop,Electronics,6,900000,East,150000,135
2024-08-20,Titan GPU X,Components,9,765000,South,85000,154
2024-08-20,Aero Max Drone,Gadgets,19,1235000,South,65000,84
2024-08-20,Lumina VR Headset,Wearables,17,765000,South,45000,160
2024-08-20,Echelon Gaming Desk,Furniture,13,455000,North,35000,177
2024-08-21,Quantum Pro Laptop,Electronics,7,1050000,South,150000,184
2024-08-21,Titan GPU X,Components,10,850000,North,85000,91
2024-08-21,Aero Max Drone,Gadgets,18,1170000,West,65000,161
2024-08-21,Lumina VR Headset,Wearables,21,945000,East,45000,126
2024-08-21,Echelon Gaming Desk,Furniture,14,490000,East,35000,171
2024-08-22,Quantum Pro Laptop,Electronics,6,900000,East,150000,129
2024-08-22,Titan GPU X,Components,10,850000,North,85000,183
2024-08-22,Aero Max Drone,Gadgets,15,975000,West,65000,81
2024-08-22,Lumina VR Headset,Wearables,19,855000,West,45000,176
2024-08-22,Echelon Gaming Desk,Furniture,10,350000,North,35000,184
2024-08-23,Quantum Pro Laptop,Electronics,8,1200000,East,150000,90
2024-08-23,Titan GPU X,Components,11,935000,West,85000,52
2024-08-23,Aero Max Drone,Gadgets,18,1170000,North,65000,163
2024-08-23,Lumina VR Headset,Wearables,20,900000,West,45000,199
2024-08-23,Echelon Gaming Desk,Furniture,12,420000,South,35000,75
2024-08-24,Quantum Pro Laptop,Electronics,9,1350000,East,150000,66
2024-08-24,Titan GPU X,Components,21,1785000,North,85000,193
2024-08-24,Aero Max Drone,Gadgets,24,1560000,East,65000,156
2024-08-24,Lumina VR Headset,Wearables,27,1215000,South,45000,161
2024-08-24,Echelon Gaming Desk,Furniture,20,700000,North,35000,165
2024-08-25,Quantum Pro Laptop,Electronics,9,1350000,East,150000,174
2024-08-25,Titan GPU X,Components,19,1615000,South,85000,186
2024-08-25,Aero Max Drone,Gadgets,17,1105000,East,65000,146
2024-08-25,Lumina VR Headset,Wearables,20,900000,East,45000,132
2024-08-25,Echelon Gaming Desk,Furniture,20,700000,West,35000,142
2024-08-26,Quantum Pro Laptop,Electronics,6,900000,West,150000,129
2024-08-26,Titan GPU X,Components,9,765000,East,85000,87
2024-08-26,Aero Max Drone,Gadgets,19,1235000,East,65000,64
2024-08-26,Lumina VR Headset,Wearables,22,990000,East,45000,142
2024-08-26,Echelon Gaming Desk,Furniture,11,385000,West,35000,151
2024-08-27,Quantum Pro Laptop,Electronics,7,1050000,West,150000,167
2024-08-27,Titan GPU X,Components,12,1020000,West,85000,168
2024-08-27,Aero Max Drone,Gadgets,14,910000,South,65000,149
2024-08-27,Lumina VR Headset,Wearables,21,945000,North,45000,158
2024-08-27,Echelon Gaming Desk,Furniture,11,385000,North,35000,78
2024-08-28,Quantum Pro Laptop,Electronics,6,900000,North,150000,73
2024-08-28,Titan GPU X,Components,12,1020000,North,85000,194
2024-08-28,Aero Max Drone,Gadgets,12,780000,North,65000,104
2024-08-28,Lumina VR Headset,Wearables,16,720000,East,45000,184
2024-08-28,Echelon Gaming Desk,Furniture,15,525000,South,35000,160
2024-08-29,Quantum Pro Laptop,Electronics,8,1200000,West,150000,120
2024-08-29,Titan GPU X,Components,11,935000,South,85000,73
2024-08-29,Aero Max Drone,Gadgets,15,975000,North,65000,93
2024-08-29,Lumina VR Headset,Wearables,16,720000,North,45000,104
2024-08-29,Echelon Gaming Desk,Furniture,15,525000,East,35000,164
2024-08-30,Quantum Pro Laptop,Electronics,6,900000,North,150000,52
2024-08-30,Titan GPU X,Components,10,850000,North,85000,98
2024-08-30,Aero Max Drone,Gadgets,18,1170000,North,65000,122
2024-08-30,Lumina VR Headset,Wearables,22,990000,East,45000,176
2024-08-30,Echelon Gaming Desk,Furniture,15,525000,North,35000,140
2024-08-31,Quantum Pro Laptop,Electronics,6,900000,West,150000,187
2024-08-31,Titan GPU X,Components,13,1105000,North,85000,142
2024-08-31,Aero Max Drone,Gadgets,27,1755000,North,65000,144
2024-08-31,Lumina VR Headset,Wearables,27,1215000,North,45000,198
2024-08-31,Echelon Gaming Desk,Furniture,16,560000,North,35000,180
2024-09-01,Quantum Pro Laptop,Electronics,7,1050000,West,150000,136
2024-09-01,Titan GPU X,Components,17,1445000,North,85000,66
2024-09-01,Aero Max Drone,Gadgets,26,1690000,South,65000,72
2024-09-01,Lumina VR Headset,Wearables,33,1485000,North,45000,51
2024-09-01,Echelon Gaming Desk,Furniture,16,560000,West,35000,80
2024-09-02,Quantum Pro Laptop,Electronics,8,1200000,East,150000,177
2024-09-02,Titan GPU X,Components,9,765000,East,85000,183
2024-09-02,Aero Max Drone,Gadgets,14,910000,North,65000,72
2024-09-02,Lumina VR Headset,Wearables,26,1170000,East,45000,197
2024-09-02,Echelon Gaming Desk,Furniture,11,385000,East,35000,150
2024-09-03,Quantum Pro Laptop,Electronics,8,1200000,West,150000,110
2024-09-03,Titan GPU X,Components,11,935000,East,85000,157
2024-09-03,Aero Max Drone,Gadgets,17,1105000,South,65000,70
2024-09-03,Lumina VR Headset,Wearables,19,855000,East,45000,59
2024-09-03,Echelon Gaming Desk,Furniture,12,420000,East,35000,61
2024-09-04,Quantum Pro Laptop,Electronics,6,900000,South,150000,163
2024-09-04,Titan GPU X,Components,9,765000,South,85000,64
2024-09-04,Aero Max Drone,Gadgets,16,1040000,North,65000,96
2024-09-04,Lumina VR Headset,Wearables,18,810000,East,45000,84
2024-09-04,Echelon Gaming Desk,Furniture,17,595000,South,35000,132
2024-09-05,Quantum Pro Laptop,Electronics,6,900000,North,150000,106
2024-09-05,Titan GPU X,Components,10,850000,North,85000,141
2024-09-05,Aero Max Drone,Gadgets,16,1040000,North,65000,119
2024-09-05,Lumina VR Headset,Wearables,21,945000,South,45000,88
2024-09-05,Echelon Gaming Desk,Furniture,11,385000,East,35000,117
2024-09-06,Quantum Pro Laptop,Electronics,6,900000,North,150000,65
2024-09-06,Titan GPU X,Components,10,850000,North,85000,133
2024-09-06,Aero Max Drone,Gadgets,11,715000,South,65000,75
2024-09-06,Lumina VR Headset,Wearables,25,1125000,South,45000,174
2024-09-06,Echelon Gaming Desk,Furniture,10,350000,South,35000,147
2024-09-07,Quantum Pro Laptop,Electronics,8,1200000,West,150000,128
2024-09-07,Titan GPU X,Components,16,1360000,North,85000,66
2024-09-07,Aero Max Drone,Gadgets,22,1430000,West,65000,58
2024-09-07,Lumina VR Headset,Wearables,30,1350000,West,45000,97
2024-09-07,Echelon Gaming Desk,Furniture,19,665000,East,35000,146
2024-09-08,Quantum Pro Laptop,Electronics,10,1500000,West,150000,117
2024-09-08,Titan GPU X,Components,14,1190000,South,85000,199
2024-09-08,Aero Max Drone,Gadgets,18,1170000,North,65000,55
2024-09-08,Lumina VR Headset,Wearables,25,1125000,South,45000,124
2024-09-08,Echelon Gaming Desk,Furniture,20,700000,South,35000,174
2024-09-09,Quantum Pro Laptop,Electronics,6,900000,West,150000,114
2024-09-09,Titan GPU X,Components,11,935000,West,85000,191
2024-09-09,Aero Max Drone,Gadgets,14,910000,North,65000,121
2024-09-09,Lumina VR Headset,Wearables,19,855000,West,45000,115
2024-09-09,Echelon Gaming Desk,Furniture,14,490000,South,35000,99
2024-09-10,Quantum Pro Laptop,Electronics,4,600000,East,150000,91
2024-09-10,Titan GPU X,Components,10,850000,North,85000,159
2024-09-10,Aero Max Drone,Gadgets,12,780000,East,65000,122
2024-09-10,Lumina VR Headset,Wearables,18,810000,West,45000,196
2024-09-10,Echelon Gaming Desk,Furniture,13,455000,South,35000,166
2024-09-11,Quantum Pro Laptop,Electronics,5,750000,North,150000,188
2024-09-11,Titan GPU X,Components,9,765000,East,85000,170
2024-09-11,Aero Max Drone,Gadgets,15,975000,North,65000,149
2024-09-11,Lumina VR Headset,Wearables,22,990000,South,45000,54
2024-09-11,Echelon Gaming Desk,Furniture,11,385000,South,35000,135
2024-09-12,Quantum Pro Laptop,Electronics,6,900000,North,150000,142
2024-09-12,Titan GPU X,Components,9,765000,South,85000,187
2024-09-12,Aero Max Drone,Gadgets,15,975000,North,65000,100
2024-09-12,Lumina VR Headset,Wearables,23,1035000,South,45000,183
2024-09-12,Echelon Gaming Desk,Furniture,16,560000,South,35000,172
2024-09-13,Quantum Pro Laptop,Electronics,7,1050000,West,150000,112
2024-09-13,Titan GPU X,Components,8,680000,South,85000,181
2024-09-13,Aero Max Drone,Gadgets,14,910000,West,65000,172
2024-09-13,Lumina VR Headset,Wearables,21,945000,West,45000,119
2024-09-13,Echelon Gaming Desk,Furniture,11,385000,East,35000,159
2024-09-14,Quantum Pro Laptop,Electronics,9,1350000,North,150000,130
2024-09-14,Titan GPU X,Components,12,1020000,East,85000,152
2024-09-14,Aero Max Drone,Gadgets,27,1755000,South,65000,153
2024-09-14,Lumina VR Headset,Wearables,33,1485000,East,45000,104
2024-09-14,Echelon Gaming Desk,Furniture,20,700000,North,35000,57
2024-09-15,Quantum Pro Laptop,Electronics,9,1350000,North,150000,100
2024-09-15,Titan GPU X,Components,14,1190000,East,85000,132
2024-09-15,Aero Max Drone,Gadgets,24,1560000,North,65000,166
2024-09-15,Lumina VR Headset,Wearables,22,990000,North,45000,171
2024-09-15,Echelon Gaming Desk,Furniture,19,665000,West,35000,59
2024-09-16,Quantum Pro Laptop,Electronics,5,750000,South,150000,167
2024-09-16,Titan GPU X,Components,11,935000,West,85000,129
2024-09-16,Aero Max Drone,Gadgets,17,1105000,North,65000,139
2024-09-16,Lumina VR Headset,Wearables,19,855000,South,45000,50
2024-09-16,Echelon Gaming Desk,Furniture,13,455000,South,35000,177
2024-09-17,Quantum Pro Laptop,Electronics,6,900000,West,150000,56
2024-09-17,Titan GPU X,Components,7,595000,West,85000,75
2024-09-17,Aero Max Drone,Gadgets,18,1170000,West,65000,171
2024-09-17,Lumina VR Headset,Wearables,18,810000,East,45000,74
2024-09-17,Echelon Gaming Desk,Furniture,12,420000,South,35000,108
2024-09-18,Quantum Pro Laptop,Electronics,6,900000,South,150000,137
2024-09-18,Titan GPU X,Components,9,765000,North,85000,120
2024-09-18,Aero Max Drone,Gadgets,17,1105000,South,65000,145
2024-09-18,Lumina VR Headset,Wearables,24,1080000,West,45000,102
2024-09-18,Echelon Gaming Desk,Furniture,15,525000,West,35000,135
2024-09-19,Quantum Pro Laptop,Electronics,7,1050000,South,150000,130
2024-09-19,Titan GPU X,Components,12,1020000,South,85000,190
2024-09-19,Aero Max Drone,Gadgets,13,845000,South,65000,103
2024-09-19,Lumina VR Headset,Wearables,16,720000,North,45000,180
2024-09-19,Echelon Gaming Desk,Furniture,16,560000,East,35000,84
2024-09-20,Quantum Pro Laptop,Electronics,5,750000,South,150000,97
2024-09-20,Titan GPU X,Components,13,1105000,West,85000,66
2024-09-20,Aero Max Drone,Gadgets,16,1040000,West,65000,166
2024-09-20,Lumina VR Headset,Wearables,20,900000,West,45000,175
2024-09-20,Echelon Gaming Desk,Furniture,14,490000,West,35000,157
2024-09-21,Quantum Pro Laptop,Electronics,8,1200000,East,150000,123
2024-09-21,Titan GPU X,Components,12,1020000,West,85000,120
2024-09-21,Aero Max Drone,Gadgets,27,1755000,West,65000,171
2024-09-21,Lumina VR Headset,Wearables,30,1350000,West,45000,123
2024-09-21,Echelon Gaming Desk,Furniture,25,875000,East,35000,144
2024-09-22,Quantum Pro Laptop,Electronics,9,1350000,South,150000,58
2024-09-22,Titan GPU X,Components,12,1020000,East,85000,193
2024-09-22,Aero Max Drone,Gadgets,25,1625000,East,65000,188
2024-09-22,Lumina VR Headset,Wearables,30,1350000,North,45000,110
2024-09-22,Echelon Gaming Desk,Furniture,20,700000,South,35000,141
2024-09-23,Quantum Pro Laptop,Electronics,6,900000,West,150000,118
2024-09-23,Titan GPU X,Components,12,1020000,South,85000,148
2024-09-23,Aero Max Drone,Gadgets,16,1040000,North,65000,103
2024-09-23,Lumina VR Headset,Wearables,18,810000,West,45000,135
2024-09-23,Echelon Gaming Desk,Furniture,15,525000,East,35000,54
2024-09-24,Quantum Pro Laptop,Electronics,6,900000,East,150000,164
2024-09-24,Titan GPU X,Components,9,765000,East,85000,136
2024-09-24,Aero Max Drone,Gadgets,11,715000,North,65000,107
2024-09-24,Lumina VR Headset,Wearables,19,855000,South,45000,116
2024-09-24,Echelon Gaming Desk,Furniture,10,350000,East,35000,138
2024-09-25,Quantum Pro Laptop,Electronics,5,750000,East,150000,107
2024-09-25,Titan GPU X,Components,10,850000,East,85000,175
2024-09-25,Aero Max Drone,Gadgets,18,1170000,West,65000,121
2024-09-25,Lumina VR Headset,Wearables,25,1125000,North,45000,132
2024-09-25,Echelon Gaming Desk,Furniture,14,490000,North,35000,129
2024-09-26,Quantum Pro Laptop,Electronics,7,1050000,West,150000,152
2024-09-26,Titan GPU X,Components,13,1105000,East,85000,111
2024-09-26,Aero Max Drone,Gadgets,15,975000,North,65000,158
2024-09-26,Lumina VR Headset,Wearables,16,720000,South,45000,53
2024-09-26,Echelon Gaming Desk,Furniture,13,455000,South,35000,134
2024-09-27,Quantum Pro Laptop,Electronics,7,1050000,North,150000,156
2024-09-27,Titan GPU X,Components,11,935000,South,85000,157
2024-09-27,Aero Max Drone,Gadgets,17,1105000,North,65000,191
2024-09-27,Lumina VR Headset,Wearables,25,1125000,West,45000,119
2024-09-27,Echelon Gaming Desk,Furniture,13,455000,East,35000,90
2024-09-28,Quantum Pro Laptop,Electronics,8,1200000,North,150000,73
2024-09-28,Titan GPU X,Components,15,1275000,North,85000,193
2024-09-28,Aero Max Drone,Gadgets,21,1365000,North,65000,181
2024-09-28,Lumina VR Headset,Wearables,21,945000,South,45000,141
2024-09-28,Echelon Gaming Desk,Furniture,22,770000,South,35000,120
2024-09-29,Quantum Pro Laptop,Electronics,9,1350000,South,150000,114
2024-09-29,Titan GPU X,Components,19,1615000,North,85000,148
2024-09-29,Aero Max Drone,Gadgets,21,1365000,South,65000,147
2024-09-29,Lumina VR Headset,Wearables,26,1170000,East,45000,121
2024-09-29,Echelon Gaming Desk,Furniture,17,595000,East,35000,67
2024-09-30,Quantum Pro Laptop,Electronics,7,1050000,East,150000,189
2024-09-30,Titan GPU X,Components,7,595000,North,85000,141
2024-09-30,Aero Max Drone,Gadgets,19,1235000,North,65000,74
2024-09-30,Lumina VR Headset,Wearables,23,1035000,West,45000,184
2024-09-30,Echelon Gaming Desk,Furniture,12,420000,West,35000,151
2024-10-01,Quantum Pro Laptop,Electronics,9,1350000,West,150000,97
2024-10-01,Titan GPU X,Components,14,1190000,South,85000,168
2024-10-01,Aero Max Drone,Gadgets,22,1430000,North,65000,174
2024-10-01,Lumina VR Headset,Wearables,17,765000,West,45000,183
2024-10-01,Echelon Gaming Desk,Furniture,22,770000,East,35000,86
2024-10-02,Quantum Pro Laptop,Electronics,8,1200000,South,150000,178
2024-10-02,Titan GPU X,Components,10,850000,West,85000,93
2024-10-02,Aero Max Drone,Gadgets,19,1235000,West,65000,139
2024-10-02,Lumina VR Headset,Wearables,18,810000,West,45000,57
2024-10-02,Echelon Gaming Desk,Furniture,21,735000,East,35000,191
2024-10-03,Quantum Pro Laptop,Electronics,9,1350000,West,150000,145
2024-10-03,Titan GPU X,Components,13,1105000,South,85000,100
2024-10-03,Aero Max Drone,Gadgets,23,1495000,East,65000,54
2024-10-03,Lumina VR Headset,Wearables,15,675000,North,45000,180
2024-10-03,Echelon Gaming Desk,Furniture,17,595000,West,35000,177
2024-10-04,Quantum Pro Laptop,Electronics,9,1350000,East,150000,111
2024-10-04,Titan GPU X,Components,16,1360000,East,85000,94
2024-10-04,Aero Max Drone,Gadgets,17,1105000,North,65000,93
2024-10-04,Lumina VR Headset,Wearables,33,1485000,South,45000,191
2024-10-04,Echelon Gaming Desk,Furniture,19,665000,West,35000,176
2024-10-05,Quantum Pro Laptop,Electronics,14,2100000,East,150000,104
2024-10-05,Titan GPU X,Components,17,1445000,West,85000,146
2024-10-05,Aero Max Drone,Gadgets,32,2080000,West,65000,57
2024-10-05,Lumina VR Headset,Wearables,41,1845000,West,45000,63
2024-10-05,Echelon Gaming Desk,Furniture,28,980000,East,35000,102
2024-10-06,Quantum Pro Laptop,Electronics,13,1950000,West,150000,164
2024-10-06,Titan GPU X,Components,11,935000,South,85000,104
2024-10-06,Aero Max Drone,Gadgets,26,1690000,West,65000,197
2024-10-06,Lumina VR Headset,Wearables,31,1395000,North,45000,142
2024-10-06,Echelon Gaming Desk,Furniture,25,875000,South,35000,96
2024-10-07,Quantum Pro Laptop,Electronics,11,1650000,North,150000,94
2024-10-07,Titan GPU X,Components,14,1190000,East,85000,62
2024-10-07,Aero Max Drone,Gadgets,20,1300000,East,65000,150
2024-10-07,Lumina VR Headset,Wearables,26,1170000,South,45000,171
2024-10-07,Echelon Gaming Desk,Furniture,15,525000,West,35000,165
2024-10-08,Quantum Pro Laptop,Electronics,8,1200000,North,150000,175
2024-10-08,Titan GPU X,Components,14,1190000,East,85000,50
2024-10-08,Aero Max Drone,Gadgets,17,1105000,North,65000,52
2024-10-08,Lumina VR Headset,Wearables,27,1215000,West,45000,100
2024-10-08,Echelon Gaming Desk,Furniture,14,490000,South,35000,172
2024-10-09,Quantum Pro Laptop,Electronics,7,1050000,East,150000,55
2024-10-09,Titan GPU X,Components,13,1105000,North,85000,100
2024-10-09,Aero Max Drone,Gadgets,22,1430000,South,65000,188
2024-10-09,Lumina VR Headset,Wearables,30,1350000,North,45000,97
2024-10-09,Echelon Gaming Desk,Furniture,20,700000,North,35000,106
2024-10-10,Quantum Pro Laptop,Electronics,6,900000,East,150000,118
2024-10-10,Titan GPU X,Components,13,1105000,North,85000,125
2024-10-10,Aero Max Drone,Gadgets,17,1105000,South,65000,75
2024-10-10,Lumina VR Headset,Wearables,25,1125000,South,45000,57
2024-10-10,Echelon Gaming Desk,Furniture,21,735000,East,35000,198
2024-10-11,Quantum Pro Laptop,Electronics,8,1200000,West,150000,74
2024-10-11,Titan GPU X,Components,17,1445000,North,85000,91
2024-10-11,Aero Max Drone,Gadgets,22,1430000,East,65000,141
2024-10-11,Lumina VR Headset,Wearables,30,1350000,West,45000,197
2024-10-11,Echelon Gaming Desk,Furniture,17,595000,North,35000,79
2024-10-12,Quantum Pro Laptop,Electronics,12,1800000,West,150000,87
2024-10-12,Titan GPU X,Components,22,1870000,West,85000,101
2024-10-12,Aero Max Drone,Gadgets,31,2015000,North,65000,192
2024-10-12,Lumina VR Headset,Wearables,39,1755000,North,45000,156
2024-10-12,Echelon Gaming Desk,Furniture,20,700000,South,35000,91
2024-10-13,Quantum Pro Laptop,Electronics,15,2250000,West,150000,64
2024-10-13,Titan GPU X,Components,15,1275000,East,85000,142
2024-10-13,Aero Max Drone,Gadgets,25,1625000,North,65000,102
2024-10-13,Lumina VR Headset,Wearables,39,1755000,North,45000,169
2024-10-13,Echelon Gaming Desk,Furniture,24,840000,West,35000,156
2024-10-14,Quantum Pro Laptop,Electronics,8,1200000,West,150000,182
2024-10-14,Titan GPU X,Components,13,1105000,East,85000,129
2024-10-14,Aero Max Drone,Gadgets,17,1105000,East,65000,51
2024-10-14,Lumina VR Headset,Wearables,25,1125000,South,45000,198
2024-10-14,Echelon Gaming Desk,Furniture,15,525000,West,35000,186
2024-10-15,Quantum Pro Laptop,Electronics,7,1050000,West,150000,75
2024-10-15,Titan GPU X,Components,13,1105000,West,85000,98
2024-10-15,Aero Max Drone,Gadgets,18,1170000,North,65000,112
2024-10-15,Lumina VR Headset,Wearables,27,1215000,North,45000,118
2024-10-15,Echelon Gaming Desk,Furniture,16,560000,East,35000,52
2024-10-16,Quantum Pro Laptop,Electronics,9,1350000,East,150000,94
2024-10-16,Titan GPU X,Components,13,1105000,East,85000,124
2024-10-16,Aero Max Drone,Gadgets,14,910000,South,65000,114
2024-10-16,Lumina VR Headset,Wearables,28,1260000,East,45000,75
2024-10-16,Echelon Gaming Desk,Furniture,22,770000,South,35000,59
2024-10-17,Quantum Pro Laptop,Electronics,8,1200000,West,150000,113
2024-10-17,Titan GPU X,Components,12,1020000,West,85000,123
2024-10-17,Aero Max Drone,Gadgets,21,1365000,West,65000,154
2024-10-17,Lumina VR Headset,Wearables,29,1305000,North,45000,51
2024-10-17,Echelon Gaming Desk,Furniture,17,595000,South,35000,196
2024-10-18,Quantum Pro Laptop,Electronics,10,1500000,West,150000,109
2024-10-18,Titan GPU X,Components,14,1190000,South,85000,145
2024-10-18,Aero Max Drone,Gadgets,23,1495000,East,65000,68
2024-10-18,Lumina VR Headset,Wearables,24,1080000,South,45000,160
2024-10-18,Echelon Gaming Desk,Furniture,18,630000,South,35000,177
2024-10-19,Quantum Pro Laptop,Electronics,11,1650000,North,150000,84
2024-10-19,Titan GPU X,Components,21,1785000,South,85000,192
2024-10-19,Aero Max Drone,Gadgets,32,2080000,East,65000,160
2024-10-19,Lumina VR Headset,Wearables,29,1305000,West,45000,150
2024-10-19,Echelon Gaming Desk,Furniture,19,665000,West,35000,62
2024-10-20,Quantum Pro Laptop,Electronics,12,1800000,West,150000,86
2024-10-20,Titan GPU X,Components,28,2380000,West,85000,50
2024-10-20,Aero Max Drone,Gadgets,25,1625000,East,65000,93
